fileExtracted,Color0,Color2,Color4,Color8,relevante,topic_covid,topic_econ,delta,omicron,alza_casos,baja_casos,R0,R0_2,R0_4,R0_8,lugar
556_COVID+Durango,3.0,4.0,4.0,3.0,11.5,0.2427616266714373,0.14477278380879371,0,0,14,21,2.5,7.5,9.5,9.75,Durango
557_COVID+Durango,3.0,2.0,2.0,2.0,12.0,0.0,0.14477278380879371,0,0,1,8,2.5,7.5,5.5,5.25,Durango
558_COVID+Durango,3.0,3.0,2.0,2.0,9.0,0.10315575568303066,0.16675646316711965,0,0,6,16,2.5,7.5,7.500000000000001,5.5,Durango
559_COVID+Durango,3.0,3.0,3.0,2.0,7.0,0.09868862321733927,0.14477278380879371,1,0,2,9,7.0,21.0,21.000000000000004,21.000000000000004,Durango
55_COVID+Aguascalientes,1.0,1.0,1.0,1.0,7.0,0.0,0.1964023969299592,1,0,3,6,7.0,7.0,7.0,7.0,Aguascalientes
560_COVID+Durango,3.0,3.0,2.0,3.0,9.0,0.09868862321733927,0.10191057138949952,0,0,4,16,2.5,7.5,7.500000000000001,5.5,Durango
561_COVID+Durango,3.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.16675646316711965,0,0,9,19,2.5,7.5,7.500000000000001,7.500000000000001,Durango
562_COVID+Durango,3.0,3.0,3.0,4.0,6.5,0.13513873852271524,0.08860708923341547,0,0,4,8,2.5,7.5,7.500000000000001,7.500000000000001,Durango
563_COVID+Durango,3.0,2.0,3.0,4.0,6.0,0.09237966861898057,0.16675646316711965,0,0,1,9,2.5,7.5,5.5,7.250000000000001,Durango
564_COVID+Durango,3.0,4.0,3.0,3.0,9.0,0.13513873852271524,0.10191057138949952,0,0,4,12,2.5,7.5,9.5,7.750000000000002,Durango
565_COVID+Durango,3.0,3.0,3.0,2.0,14.5,0.09981734641140694,0.14477278380879371,0,0,4,14,2.5,7.5,7.500000000000001,7.500000000000001,Durango
566_COVID+Durango,3.0,3.0,3.0,2.0,14.0,0.10762288814872205,0.14477278380879371,4,0,7,19,7.0,21.0,21.000000000000004,21.000000000000004,Durango
567_COVID+Durango,3.0,2.0,2.0,1.0,7.5,0.10762288814872205,0.19970013114596205,38,0,5,17,7.0,21.0,15.400000000000002,14.700000000000001,Durango
568_COVID+Durango,3.0,3.0,4.0,3.0,8.0,0.09868862321733927,0.17577621290988327,0,0,6,12,2.5,7.5,7.500000000000001,9.5,Durango
569_COVID+Durango,2.0,2.0,2.0,1.0,12.5,0.0,0.14477278380879371,0,0,4,17,2.5,5.0,5.0,5.0,Durango
56_COVID+Aguascalientes,1.0,1.0,2.0,3.0,7.0,0.09868862321733927,0.10191057138949952,7,0,9,17,7.0,7.0,7.0,12.6,Aguascalientes
570_COVID+Durango,2.0,3.0,3.0,2.0,11.0,0.13513873852271524,0.14477278380879371,5,0,9,16,7.0,14.0,19.6,20.300000000000004,Durango
571_COVID+Durango,2.0,2.0,1.0,1.0,7.5,0.10762288814872205,0.12587240704415165,0,0,5,10,2.5,5.0,5.0,3.0000000000000004,Durango
572_COVID+Durango,2.0,1.0,1.0,1.0,13.0,0.04934431160866964,0.14477278380879371,0,0,5,14,2.5,5.0,3.0000000000000004,2.75,Durango
573_COVID+Durango,2.0,2.0,1.0,1.0,10.0,0.13513873852271524,0.14477278380879371,0,0,10,21,2.5,5.0,5.0,3.0000000000000004,Durango
574_COVID+Durango,2.0,3.0,3.0,4.0,7.0,0.10378270207699092,0.14477278380879371,0,0,5,10,2.5,5.0,7.000000000000001,7.250000000000001,Durango
575_COVID+Durango,2.0,1.0,1.0,1.0,10.0,0.0,0.14477278380879371,0,0,1,12,2.5,5.0,3.0000000000000004,2.75,Durango
576_COVID+Durango,2.0,2.0,2.0,1.0,12.0,0.13513873852271524,0.14477278380879371,0,0,3,11,2.5,5.0,5.0,5.0,Durango
577_COVID+Durango,2.0,1.0,1.0,1.0,9.0,0.2427616266714373,0.2400878867662875,4,0,2,2,7.0,14.0,8.400000000000002,7.700000000000001,Durango
578_COVID+Durango,2.0,1.0,1.0,1.0,14.0,0.13513873852271524,0.10191057138949952,0,0,2,8,2.5,5.0,3.0000000000000004,2.75,Durango
579_COVID+Durango,2.0,2.0,2.0,2.0,10.0,0.0,0.14477278380879371,0,0,0,12,2.5,5.0,5.0,5.0,Durango
57_COVID+Aguascalientes,1.0,1.0,1.0,3.0,5.0,0.09868862321733927,0.1972256743469933,6,0,6,12,7.0,7.0,7.0,7.0,Aguascalientes
580_COVID+Durango,2.0,1.0,2.0,3.0,11.0,0.2275184071416958,0.0,2,0,3,6,7.0,14.0,8.400000000000002,13.3,Durango
581_COVID+Durango,2.0,3.0,3.0,2.0,13.0,0.09868862321733927,0.08860708923341547,11,0,10,15,7.0,14.0,19.6,20.300000000000004,Durango
582_COVID+Durango,2.0,2.0,1.0,1.0,9.0,0.10762288814872205,0.18392219219090927,2,0,2,9,7.0,14.0,14.0,8.400000000000002,Durango
583_COVID+Durango,2.0,2.0,1.0,1.0,15.0,0.13513873852271524,0.14477278380879371,0,0,4,20,2.5,5.0,5.0,3.0000000000000004,Durango
584_COVID+Durango,2.0,2.0,2.0,1.0,15.0,0.09237966861898057,0.14477278380879371,0,0,2,10,2.5,5.0,5.0,5.0,Durango
585_COVID+Durango,1.0,1.0,2.0,3.0,19.0,0.13513873852271524,0.34912814450900864,21,0,6,12,7.0,7.0,7.0,12.6,Durango
586_COVID+Durango,1.0,1.0,2.0,2.0,10.5,0.13513873852271524,0.08046110995238946,9,6,5,9,10.0,10.0,10.0,18.0,Durango
587_COVID+Durango,1.0,2.0,3.0,2.0,12.5,0.13513873852271524,0.08860708923341547,6,0,13,15,7.0,7.0,12.6,18.900000000000002,Durango
588_COVID+Durango,1.0,1.0,1.0,1.0,10.0,0.0,0.14477278380879371,0,0,4,3,2.5,2.5,2.5,2.5,Durango
589_COVID+Durango,1.0,1.0,1.0,2.0,13.0,0.09868862321733927,0.16675646316711965,7,0,6,16,7.0,7.0,7.0,7.0,Durango
58_COVID+Aguascalientes,1.0,1.0,2.0,2.0,6.0,0.0,0.14291638179020438,0,0,3,12,2.5,2.5,2.5,4.5,Aguascalientes
590_COVID+Durango,1.0,1.0,1.0,2.0,11.0,0.09868862321733927,0.10697203027950959,1,0,4,12,7.0,7.0,7.0,7.0,Durango
591_COVID+Durango,1.0,2.0,3.0,2.0,16.0,0.13513873852271524,0.2091759725651218,7,0,8,14,7.0,7.0,12.6,18.900000000000002,Durango
592_COVID+Durango,1.0,1.0,1.0,2.0,11.5,0.0,0.10697203027950959,0,0,5,9,2.5,2.5,2.5,2.5,Durango
593_COVID+Durango,1.0,1.0,2.0,2.0,11.0,0.13513873852271524,0.08860708923341547,2,0,8,9,7.0,7.0,7.0,12.6,Durango
594_COVID+Durango,1.0,1.0,1.0,1.0,19.0,0.04618983430949029,0.2400316141202512,0,0,7,8,2.5,2.5,2.5,2.5,Durango
595_COVID+Durango,1.0,2.0,1.0,3.0,10.5,0.09868862321733927,0.14477278380879371,2,1,2,8,10.0,10.0,18.0,11.0,Durango
596_COVID+Durango,1.0,1.0,1.0,2.0,9.0,0.10762288814872205,0.08860708923341547,1,0,2,7,7.0,7.0,7.0,7.0,Durango
597_COVID+Durango,1.0,1.0,1.0,1.0,16.0,0.13513873852271524,0.08860708923341547,2,0,2,6,7.0,7.0,7.0,7.0,Durango
598_COVID+Durango,1.0,1.0,1.0,3.0,12.0,0.09868862321733927,0.14477278380879371,50,0,8,13,7.0,7.0,7.0,7.0,Durango
599_COVID+Durango,1.0,1.0,1.0,1.0,10.0,0.13513873852271524,0.08860708923341547,0,0,4,7,2.5,2.5,2.5,2.5,Durango
59_COVID+Aguascalientes,1.0,2.0,3.0,2.0,10.0,0.0,0.10191057138949952,2,0,3,5,7.0,7.0,12.6,18.900000000000002,Aguascalientes
5_COVID+Aguascalientes,3.0,2.0,3.0,3.0,8.0,0.13513873852271524,0.10191057138949952,0,0,5,11,2.5,7.5,5.5,7.250000000000001,Aguascalientes
600_COVID+Durango,1.0,1.0,2.0,3.0,9.0,0.09868862321733927,0.10191057138949952,5,0,3,6,7.0,7.0,7.0,12.6,Durango
601_COVID+Guanajuato,4.0,3.0,4.0,3.0,6.5,0.13513873852271524,0.13267083357025003,0,0,7,9,2.5,10.0,8.0,9.75,Guanajuato
602_COVID+Guanajuato,4.0,4.0,4.0,2.0,10.0,0.19648021552363454,0.08860708923341547,1,0,7,14,7.0,28.0,28.0,28.0,Guanajuato
603_COVID+Guanajuato,4.0,2.0,2.0,2.0,12.0,0.13513873852271524,0.08860708923341547,0,0,3,8,2.5,10.0,6.000000000000001,5.5,Guanajuato
604_COVID+Guanajuato,4.0,3.0,3.0,3.0,10.0,0.13513873852271524,0.09531510295749379,0,0,8,11,2.5,10.0,8.0,7.750000000000002,Guanajuato
605_COVID+Guanajuato,4.0,4.0,3.0,3.0,7.0,0.13513873852271524,0.10697203027950959,2,0,5,9,7.0,28.0,28.0,22.400000000000002,Guanajuato
606_COVID+Guanajuato,4.0,4.0,2.0,2.0,10.0,0.16738671567276456,0.08860708923341547,0,0,9,9,2.5,10.0,10.0,6.000000000000001,Guanajuato
607_COVID+Guanajuato,4.0,4.0,4.0,2.0,12.0,0.13513873852271524,0.09463596588007256,0,0,2,13,2.5,10.0,10.0,10.0,Guanajuato
608_COVID+Guanajuato,4.0,3.0,3.0,3.0,8.5,0.19535149232956686,0.10697203027950959,0,0,5,9,2.5,10.0,8.0,7.750000000000002,Guanajuato
609_COVID+Guanajuato,4.0,4.0,4.0,2.0,9.0,0.13513873852271524,0.08860708923341547,0,0,4,11,2.5,10.0,10.0,10.0,Guanajuato
60_COVID+Aguascalientes,1.0,2.0,2.0,4.0,7.0,0.0,0.14477278380879371,1,2,2,11,10.0,10.0,18.0,19.0,Aguascalientes
610_COVID+Guanajuato,4.0,4.0,3.0,3.0,7.5,0.13513873852271524,0.10444130083450456,0,0,5,10,2.5,10.0,10.0,8.0,Guanajuato
611_COVID+Guanajuato,4.0,4.0,2.0,2.0,10.0,0.13513873852271524,0.08860708923341547,0,0,5,10,2.5,10.0,10.0,6.000000000000001,Guanajuato
612_COVID+Guanajuato,3.0,3.0,3.0,2.0,7.0,0.10315575568303066,0.08860708923341547,0,0,3,14,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
613_COVID+Guanajuato,3.0,3.0,3.0,4.0,7.0,0.13513873852271524,0.10191057138949952,0,0,11,8,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
614_COVID+Guanajuato,3.0,4.0,4.0,4.0,8.0,0.12138081333571865,0.09531510295749379,1,0,6,10,7.0,21.0,26.6,27.300000000000004,Guanajuato
615_COVID+Guanajuato,3.0,3.0,3.0,2.0,9.0,0.10762288814872205,0.10191057138949952,0,0,4,11,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
616_COVID+Guanajuato,3.0,3.0,3.0,4.0,7.0,0.13513873852271524,0.12587240704415165,0,0,6,10,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
617_COVID+Guanajuato,3.0,2.0,2.0,3.0,8.0,0.2167310272814342,0.08860708923341547,0,0,4,16,2.5,7.5,5.5,5.25,Guanajuato
618_COVID+Guanajuato,3.0,3.0,3.0,4.0,8.0,0.09868862321733927,0.10697203027950959,0,0,7,11,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
619_COVID+Guanajuato,3.0,3.0,2.0,3.0,8.0,0.09868862321733927,0.08860708923341547,0,0,4,11,2.5,7.5,7.500000000000001,5.5,Guanajuato
61_COVID+Baja+California,4.0,3.0,3.0,3.0,10.0,0.2750916549917075,0.16675646316711965,0,0,7,17,2.5,10.0,8.0,7.750000000000002,Baja_California
620_COVID+Guanajuato,3.0,3.0,4.0,4.0,6.0,0.13513873852271524,0.10697203027950959,0,0,10,9,2.5,7.5,7.500000000000001,9.5,Guanajuato
621_COVID+Guanajuato,3.0,3.0,4.0,3.0,6.5,0.0,0.13267083357025003,0,0,3,5,2.5,7.5,7.500000000000001,9.5,Guanajuato
622_COVID+Guanajuato,3.0,3.0,4.0,4.0,8.0,0.13513873852271524,0.08860708923341547,0,0,5,20,2.5,7.5,7.500000000000001,9.5,Guanajuato
623_COVID+Guanajuato,3.0,3.0,3.0,2.0,7.0,0.0,0.19051766062291497,0,0,1,10,2.5,7.5,7.500000000000001,7.500000000000001,Guanajuato
624_COVID+Guanajuato,3.0,4.0,4.0,3.0,8.0,0.13513873852271524,0.19557911951292506,0,0,10,15,2.5,7.5,9.5,9.75,Guanajuato
625_COVID+Guanajuato,3.0,4.0,4.0,3.0,9.0,0.0,0.10191057138949952,0,0,7,18,2.5,7.5,9.5,9.75,Guanajuato
626_COVID+Guanajuato,2.0,1.0,1.0,1.0,10.0,0.13513873852271524,0.08860708923341547,0,0,5,6,2.5,5.0,3.0000000000000004,2.75,Guanajuato
627_COVID+Guanajuato,2.0,2.0,2.0,1.0,10.0,0.13513873852271524,0.08860708923341547,0,0,0,9,2.5,5.0,5.0,5.0,Guanajuato
628_COVID+Guanajuato,2.0,1.0,1.0,1.0,11.0,0.11691368087002726,0.08860708923341547,0,0,3,4,2.5,5.0,3.0000000000000004,2.75,Guanajuato
629_COVID+Guanajuato,2.0,2.0,2.0,1.0,10.0,0.18448305013138488,0.08860708923341547,1,0,3,11,7.0,14.0,14.0,14.0,Guanajuato
62_COVID+Baja+California,4.0,4.0,4.0,3.0,13.0,0.23382736174005453,0.16675646316711965,1,0,16,32,7.0,28.0,28.0,28.0,Baja_California
630_COVID+Guanajuato,2.0,2.0,2.0,2.0,10.5,0.0,0.08860708923341547,1,0,1,9,7.0,14.0,14.0,14.0,Guanajuato
631_COVID+Guanajuato,2.0,2.0,3.0,3.0,5.0,0.0,0.10191057138949952,0,0,2,10,2.5,5.0,5.0,7.000000000000001,Guanajuato
632_COVID+Guanajuato,2.0,2.0,2.0,2.0,7.0,0.0,0.18324305511348804,4,0,5,12,7.0,14.0,14.0,14.0,Guanajuato
633_COVID+Guanajuato,2.0,2.0,2.0,1.0,10.0,0.0,0.08860708923341547,0,0,0,5,2.5,5.0,5.0,5.0,Guanajuato
634_COVID+Guanajuato,2.0,2.0,1.0,1.0,9.0,0.0,0.10697203027950959,0,0,4,4,2.5,5.0,5.0,3.0000000000000004,Guanajuato
635_COVID+Guanajuato,2.0,2.0,2.0,1.0,6.5,0.0,0.14366267324941298,0,0,2,4,2.5,5.0,5.0,5.0,Guanajuato
636_COVID+Guanajuato,2.0,2.0,2.0,2.0,7.0,0.09237966861898057,0.10191057138949952,1,0,9,11,7.0,14.0,14.0,14.0,Guanajuato
637_COVID+Guanajuato,2.0,3.0,3.0,3.0,8.0,0.09868862321733927,0.16675646316711965,0,0,3,10,2.5,5.0,7.000000000000001,7.250000000000001,Guanajuato
638_COVID+Guanajuato,2.0,2.0,1.0,1.0,12.5,0.0,0.08453409959290246,0,0,4,7,2.5,5.0,5.0,3.0000000000000004,Guanajuato
639_COVID+Guanajuato,2.0,2.0,2.0,1.0,9.0,0.13513873852271524,0.08860708923341547,0,0,2,11,2.5,5.0,5.0,5.0,Guanajuato
63_COVID+Baja+California,4.0,4.0,3.0,3.0,11.0,0.3414502498887766,0.10191057138949952,1,0,14,26,7.0,28.0,28.0,22.400000000000002,Baja_California
640_COVID+Guanajuato,2.0,2.0,2.0,1.0,9.0,0.0,0.1679123311764623,1,0,3,6,7.0,14.0,14.0,14.0,Guanajuato
641_COVID+Guanajuato,2.0,2.0,2.0,2.0,5.0,0.0,0.10697203027950959,1,0,1,6,7.0,14.0,14.0,14.0,Guanajuato
642_COVID+Guanajuato,2.0,2.0,2.0,2.0,8.0,0.0,0.09196109609545464,2,0,1,6,7.0,14.0,14.0,14.0,Guanajuato
643_COVID+Guanajuato,2.0,2.0,2.0,1.0,7.5,0.0,0.1828073682276885,2,0,3,6,7.0,14.0,14.0,14.0,Guanajuato
644_COVID+Guanajuato,2.0,1.0,1.0,1.0,7.0,0.13513873852271524,0.08860708923341547,0,0,6,11,2.5,5.0,3.0000000000000004,2.75,Guanajuato
645_COVID+Guanajuato,2.0,2.0,2.0,2.0,6.0,0.11946072029985308,0.08860708923341547,1,0,1,4,7.0,14.0,14.0,14.0,Guanajuato
646_COVID+Guanajuato,1.0,2.0,2.0,2.0,10.0,0.0,0.08860708923341547,7,0,6,7,7.0,7.0,12.6,13.3,Guanajuato
647_COVID+Guanajuato,1.0,1.0,1.0,2.0,3.0,0.0,0.10697203027950959,5,0,3,6,7.0,7.0,7.0,7.0,Guanajuato
648_COVID+Guanajuato,1.0,1.0,1.0,2.0,5.5,0.0,0.08860708923341547,0,2,3,8,10.0,10.0,10.0,10.0,Guanajuato
649_COVID+Guanajuato,1.0,1.0,1.0,2.0,6.0,0.0,0.08860708923341547,10,0,3,6,7.0,7.0,7.0,7.0,Guanajuato
64_COVID+Baja+California,4.0,3.0,3.0,3.0,10.0,0.339530156852911,0.15576462348795667,0,0,9,21,2.5,10.0,8.0,7.750000000000002,Baja_California
650_COVID+Guanajuato,1.0,1.0,2.0,2.0,8.5,0.0,0.08860708923341547,31,0,7,11,7.0,7.0,7.0,12.6,Guanajuato
651_COVID+Guanajuato,1.0,1.0,1.0,2.0,7.0,0.0,0.18324305511348804,1,0,2,8,7.0,7.0,7.0,7.0,Guanajuato
652_COVID+Guanajuato,1.0,1.0,1.0,2.0,8.0,0.09868862321733927,0.08860708923341547,2,1,2,9,10.0,10.0,10.0,10.0,Guanajuato
653_COVID+Guanajuato,1.0,1.0,1.0,1.0,11.0,0.0,0.0,0,0,2,8,2.5,2.5,2.5,2.5,Guanajuato
654_COVID+Guanajuato,1.0,2.0,2.0,2.0,8.0,0.0,0.18324305511348804,4,0,10,10,7.0,7.0,12.6,13.3,Guanajuato
655_COVID+Guanajuato,1.0,1.0,1.0,2.0,5.0,0.0,0.18324305511348804,1,0,0,10,7.0,7.0,7.0,7.0,Guanajuato
656_COVID+Guanajuato,1.0,1.0,1.0,1.0,5.5,0.12138081333571865,0.04023055497619473,0,0,3,5,2.5,2.5,2.5,2.5,Guanajuato
657_COVID+Guanajuato,1.0,1.0,2.0,1.0,6.0,0.1009460696054746,0.09531510295749379,1,0,5,12,7.0,7.0,7.0,12.6,Guanajuato
658_COVID+Guanajuato,1.0,1.0,1.0,2.0,7.0,0.10315575568303066,0.08860708923341547,1,1,3,9,10.0,10.0,10.0,10.0,Guanajuato
659_COVID+Guanajuato,1.0,1.0,1.0,2.0,6.5,0.0,0.08860708923341547,12,3,1,6,10.0,10.0,10.0,10.0,Guanajuato
65_COVID+Baja+California,4.0,4.0,4.0,3.0,9.0,0.23382736174005453,0.16675646316711965,1,0,6,19,7.0,28.0,28.0,28.0,Baja_California
660_COVID+Guerrero,4.0,3.0,2.0,1.0,8.0,0.23382736174005453,0.08860708923341547,38,0,4,6,7.0,28.0,22.400000000000002,16.1,Guerrero
661_COVID+Guerrero,4.0,2.0,2.0,2.0,10.0,0.13513873852271524,0.08860708923341547,0,0,3,10,2.5,10.0,6.000000000000001,5.5,Guerrero
662_COVID+Guerrero,4.0,2.0,2.0,2.0,10.5,0.09868862321733927,0.13267083357025003,0,0,4,11,2.5,10.0,6.000000000000001,5.5,Guerrero
663_COVID+Guerrero,4.0,4.0,3.0,1.0,10.0,0.2268028498505335,0.08860708923341547,10,0,12,11,7.0,28.0,28.0,22.400000000000002,Guerrero
664_COVID+Guerrero,4.0,4.0,2.0,2.0,7.0,0.09553414591815992,0.11377045680560796,0,0,9,15,2.5,10.0,10.0,6.000000000000001,Guerrero
665_COVID+Guerrero,4.0,4.0,2.0,2.0,9.5,0.10315575568303066,0.08860708923341547,0,0,6,12,2.5,10.0,10.0,6.000000000000001,Guerrero
666_COVID+Guerrero,4.0,3.0,3.0,3.0,6.0,0.23637440116988034,0.08860708923341547,0,0,7,12,2.5,10.0,8.0,7.750000000000002,Guerrero
667_COVID+Guerrero,4.0,4.0,3.0,3.0,8.5,0.13513873852271524,0.1166899365211046,0,0,5,16,2.5,10.0,10.0,8.0,Guerrero
668_COVID+Guerrero,4.0,4.0,3.0,3.0,8.0,0.23067288444087516,0.08860708923341547,0,0,9,16,2.5,10.0,10.0,8.0,Guerrero
669_COVID+Guerrero,4.0,3.0,3.0,3.0,6.0,0.18132857283220552,0.08860708923341547,0,0,8,12,2.5,10.0,8.0,7.750000000000002,Guerrero
66_COVID+Baja+California,4.0,3.0,3.0,2.0,12.5,0.2800171960495448,0.10114356661850168,1,0,18,32,7.0,28.0,22.400000000000002,21.700000000000003,Baja_California
670_COVID+Guerrero,3.0,3.0,3.0,4.0,9.0,0.12715935011226334,0.10697203027950959,0,0,5,10,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
671_COVID+Guerrero,3.0,3.0,3.0,4.0,7.0,0.23382736174005453,0.11377045680560796,0,0,9,15,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
672_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.09981734641140694,0.16675646316711965,2,0,9,10,7.0,21.0,21.000000000000004,21.000000000000004,Guerrero
673_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.09531510295749379,0,0,3,10,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
674_COVID+Guerrero,3.0,3.0,3.0,3.0,6.5,0.0,0.10114356661850168,0,0,4,10,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
675_COVID+Guerrero,3.0,3.0,3.0,4.0,9.5,0.2427616266714373,0.08860708923341547,0,0,12,20,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
676_COVID+Guerrero,3.0,2.0,3.0,3.0,6.0,0.10315575568303066,0.08860708923341547,0,0,5,11,2.5,7.5,5.5,7.250000000000001,Guerrero
677_COVID+Guerrero,3.0,3.0,3.0,4.0,9.0,0.13513873852271524,0.12587240704415165,1,0,6,7,7.0,21.0,21.000000000000004,21.000000000000004,Guerrero
678_COVID+Guerrero,3.0,2.0,1.0,1.0,7.0,0.0,0.08860708923341547,1,0,5,12,7.0,21.0,15.400000000000002,9.1,Guerrero
679_COVID+Guerrero,3.0,3.0,3.0,3.0,9.0,0.13513873852271524,0.08860708923341547,0,0,6,10,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
67_COVID+Baja+California,4.0,4.0,4.0,3.0,9.0,0.3437076962769119,0.09531510295749379,0,0,10,25,2.5,10.0,10.0,10.0,Baja_California
680_COVID+Guerrero,3.0,3.0,3.0,3.0,8.0,0.13513873852271524,0.08860708923341547,0,0,4,13,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
681_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.08860708923341547,0,0,11,14,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
682_COVID+Guerrero,3.0,2.0,3.0,3.0,5.0,0.13513873852271524,0.10191057138949952,0,0,3,8,2.5,7.5,5.5,7.250000000000001,Guerrero
683_COVID+Guerrero,3.0,3.0,3.0,2.0,9.0,0.13513873852271524,0.08860708923341547,0,0,5,9,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
684_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.09868862321733927,0.08860708923341547,0,0,5,11,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
685_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.13513873852271524,0.08860708923341547,0,0,2,12,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
686_COVID+Guerrero,3.0,4.0,4.0,2.0,11.0,0.23067288444087516,0.08860708923341547,13,0,18,16,7.0,21.0,26.6,27.300000000000004,Guerrero
687_COVID+Guerrero,3.0,3.0,3.0,2.0,6.5,0.13513873852271524,0.08860708923341547,0,0,5,11,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
688_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.0,0.09827326863478604,0,0,6,8,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
689_COVID+Guerrero,3.0,3.0,3.0,3.0,7.0,0.10762288814872205,0.08860708923341547,0,0,6,11,2.5,7.5,7.500000000000001,7.500000000000001,Guerrero
68_COVID+Baja+California,4.0,4.0,4.0,3.0,8.0,0.23382736174005453,0.10191057138949952,0,0,10,24,2.5,10.0,10.0,10.0,Baja_California
690_COVID+Guerrero,3.0,4.0,4.0,2.0,12.0,0.13513873852271524,0.08860708923341547,13,0,8,10,7.0,21.0,26.6,27.300000000000004,Guerrero
691_COVID+Guerrero,3.0,3.0,4.0,2.0,13.0,0.13513873852271524,0.08860708923341547,0,0,5,14,2.5,7.5,7.500000000000001,9.5,Guerrero
692_COVID+Guerrero,3.0,2.0,1.0,1.0,5.0,0.13513873852271524,0.19051766062291497,10,0,1,5,7.0,21.0,15.400000000000002,9.1,Guerrero
693_COVID+Guerrero,2.0,1.0,1.0,1.0,8.5,0.13513873852271524,0.17533932767901445,0,0,3,8,2.5,5.0,3.0000000000000004,2.75,Guerrero
694_COVID+Guerrero,2.0,3.0,3.0,3.0,6.0,0.13513873852271524,0.08860708923341547,0,0,2,7,2.5,5.0,7.000000000000001,7.250000000000001,Guerrero
695_COVID+Guerrero,2.0,2.0,1.0,1.0,8.0,0.13513873852271524,0.14477278380879371,0,0,6,11,2.5,5.0,5.0,3.0000000000000004,Guerrero
696_COVID+Guerrero,2.0,2.0,1.0,1.0,9.0,0.13513873852271524,0.044303544616707734,0,0,2,12,2.5,5.0,5.0,3.0000000000000004,Guerrero
697_COVID+Guerrero,2.0,1.0,1.0,1.0,8.5,0.10315575568303066,0.11123972736060292,2,0,6,8,7.0,14.0,8.400000000000002,7.700000000000001,Guerrero
698_COVID+Guerrero,2.0,2.0,2.0,1.0,9.0,0.13513873852271524,0.08860708923341547,0,0,2,11,2.5,5.0,5.0,5.0,Guerrero
699_COVID+Guerrero,2.0,2.0,2.0,2.0,9.0,0.09868862321733927,0.08860708923341547,0,0,3,8,2.5,5.0,5.0,5.0,Guerrero
69_COVID+Baja+California,4.0,3.0,3.0,2.0,20.0,0.22006943655305794,0.18975065585191717,0,0,6,33,2.5,10.0,8.0,7.750000000000002,Baja_California
6_COVID+Aguascalientes,3.0,3.0,4.0,3.0,6.0,0.23382736174005453,0.16906819918580493,0,0,8,12,2.5,7.5,7.500000000000001,9.5,Aguascalientes
700_COVID+Guerrero,2.0,2.0,2.0,2.0,7.5,0.0,0.16675646316711965,0,0,0,7,2.5,5.0,5.0,5.0,Guerrero
701_COVID+Guerrero,2.0,2.0,2.0,2.0,10.0,0.10378270207699092,0.12587240704415165,0,0,2,8,2.5,5.0,5.0,5.0,Guerrero
702_COVID+Guerrero,2.0,2.0,2.0,1.0,11.0,0.13513873852271524,0.08860708923341547,0,0,7,9,2.5,5.0,5.0,5.0,Guerrero
703_COVID+Guerrero,2.0,3.0,3.0,3.0,7.0,0.09868862321733927,0.08860708923341547,1,0,7,13,7.0,14.0,19.6,20.300000000000004,Guerrero
704_COVID+Guerrero,2.0,1.0,1.0,1.0,6.0,0.13513873852271524,0.14477278380879371,3,0,4,10,7.0,14.0,8.400000000000002,7.700000000000001,Guerrero
705_COVID+Guerrero,1.0,1.0,1.0,1.0,5.0,0.09868862321733927,0.19557911951292506,0,0,5,8,2.5,2.5,2.5,2.5,Guerrero
706_COVID+Guerrero,1.0,1.0,3.0,4.0,8.5,0.13513873852271524,0.08860708923341547,4,0,5,9,7.0,7.0,7.0,18.200000000000003,Guerrero
707_COVID+Guerrero,1.0,1.0,1.0,2.0,5.0,0.09553414591815992,0.08860708923341547,10,0,1,5,7.0,7.0,7.0,7.0,Guerrero
708_COVID+Guerrero,1.0,1.0,1.0,1.0,11.0,0.0,0.14477278380879371,3,0,2,9,7.0,7.0,7.0,7.0,Guerrero
